AA-001|IN_REPAIR
AA-002|IN_REPAIR
AA-003|IN_REPAIR
AA-004|IN_REPAIR
AA-007|IN_REPAIR
AA-009|IN_REPAIR
AA-011|IN_REPAIR
AA-014|IN_REPAIR
AA-021|IN_REPAIR
AA-024|IN_REPAIR
AA-025|IN_REPAIR
AA-026|IN_REPAIR
AP-201|IN_REPAIR
AP-206|IN_REPAIR
AP-208|IN_REPAIR
AP-214|IN_REPAIR
AP-218|IN_REPAIR
AP-220|IN_REPAIR
AP-225|IN_REPAIR
AP-232|IN_REPAIR
AP-243|IN_REPAIR
AP-245|IN_REPAIR
AC-613|IN_REPAIR
AC-616|IN_REPAIR
AC-618|IN_REPAIR
AC-625|IN_REPAIR
AC-636|IN_REPAIR
AC-637|IN_REPAIR
AC-651|IN_REPAIR
AP-215|IN_REPAIR
AA-006|IN_REPAIR
AC-612|UNKNOWN
AC-649|IN_REPAIR
AP-202|IN_REPAIR
AC-617|IN_REPAIR
AA-022|IN_REPAIR
AC-644|IN_REPAIR
AA-018|IN_REPAIR
