AA-004|IN_REPAIR
AA-007|IN_REPAIR
AA-009|IN_REPAIR
AA-011|IN_REPAIR
AA-014|IN_REPAIR
AA-023|IN_REPAIR
AA-024|IN_REPAIR
AP-201|IN_REPAIR
AP-206|IN_REPAIR
AP-208|IN_REPAIR
AP-210|IN_REPAIR
AP-232|IN_REPAIR
AP-245|IN_REPAIR
AC-617|IN_REPAIR
AC-618|IN_REPAIR
AC-629|IN_REPAIR
AC-637|IN_REPAIR
AP-219|IN_REPAIR
AA-002|IN_REPAIR
AA-029|IN_REPAIR
AP-202|IN_REPAIR
AP-205|IN_REPAIR
AP-209|IN_REPAIR
AP-242|IN_REPAIR
AC-616|IN_REPAIR
AA-010|IN_REPAIR
AA-026|IN_REPAIR
AP-207|IN_REPAIR
AC-614|WITHOUT_ENERGY
AP-234|IN_REPAIR
AP-214|IN_REPAIR
AA-027|IN_REPAIR
AA-018|IN_REPAIR
AA-020|IN_REPAIR
