AA-004|IN_REPAIR
AA-007|IN_REPAIR
AA-009|IN_REPAIR
AA-012|IN_REPAIR
AA-014|IN_REPAIR
AA-024|IN_REPAIR
AP-206|IN_REPAIR
AP-215|IN_REPAIR
AP-218|IN_REPAIR
AP-219|IN_REPAIR
AA-002|IN_REPAIR
AC-624|IN_REPAIR
AC-637|WITHOUT_ENERGY
AC-601|IN_REPAIR
AC-659|UNKNOWN
AP-228|IN_REPAIR
AC-605|WITHOUT_ENERGY
AP-222|IN_REPAIR
AC-632|IN_REPAIR
AC-628|WITHOUT_ENERGY
AC-611|WITHOUT_ENERGY
AA-008|IN_REPAIR
AP-247|IN_REPAIR
AA-011|IN_REPAIR
AC-623|IN_REPAIR
AC-651|IN_REPAIR
AP-201|IN_REPAIR
AP-245|IN_REPAIR
AP-246|IN_REPAIR
AP-205|IN_REPAIR
AC-614|IN_REPAIR
AC-630|WITHOUT_ENERGY
AA-022|IN_REPAIR
AC-622|WITHOUT_ENERGY
AP-235|IN_REPAIR
AC-649|IN_REPAIR
AC-635|IN_REPAIR
AA-006|IN_REPAIR
AA-028|IN_REPAIR
AP-210|IN_REPAIR
AP-216|IN_REPAIR
AP-230|IN_REPAIR
AC-604|WITHOUT_ENERGY
AP-211|IN_REPAIR
AP-224|IN_REPAIR
AA-015|IN_REPAIR
AP-227|IN_REPAIR
AC-618|WITHOUT_ENERGY
AP-244|IN_REPAIR
AP-242|IN_REPAIR
AP-217|IN_REPAIR
AC-650|IN_REPAIR
AA-016|IN_REPAIR
AP-209|IN_REPAIR
