AA-004|IN_REPAIR
AA-007|IN_REPAIR
AA-009|IN_REPAIR
AA-012|IN_REPAIR
AA-014|IN_REPAIR
AA-024|IN_REPAIR
AP-206|IN_REPAIR
AP-208|IN_REPAIR
AP-209|IN_REPAIR
AP-219|IN_REPAIR
AP-223|IN_REPAIR
AP-229|IN_REPAIR
AP-237|IN_REPAIR
AP-239|IN_REPAIR
AP-246|IN_REPAIR
AC-637|IN_REPAIR
AA-011|IN_REPAIR
AC-630|WITHOUT_ENERGY
AC-658|WITHOUT_ENERGY
AC-627|IN_REPAIR
AC-659|IN_REPAIR
AC-616|IN_REPAIR
AP-226|IN_REPAIR
AP-243|IN_REPAIR
AC-646|IN_REPAIR
AP-212|IN_REPAIR
AC-652|IN_REPAIR
AP-211|IN_REPAIR
AA-002|IN_REPAIR
AC-618|WITHOUT_ENERGY
AA-017|IN_REPAIR
AC-617|WITHOUT_ENERGY
AA-023|IN_REPAIR
AP-224|IN_REPAIR
AA-010|IN_REPAIR
AP-233|IN_REPAIR
AA-025|IN_REPAIR
AP-218|IN_REPAIR
AP-236|IN_REPAIR
AA-026|IN_REPAIR
