AA-001|IN_REPAIR
AA-002|IN_REPAIR
AA-003|IN_REPAIR
AA-004|IN_REPAIR
AA-007|IN_REPAIR
AA-008|IN_REPAIR
AA-009|IN_REPAIR
AA-011|IN_REPAIR
AA-014|IN_REPAIR
AA-023|IN_REPAIR
AA-024|IN_REPAIR
AA-026|IN_REPAIR
AP-201|IN_REPAIR
AP-206|IN_REPAIR
AP-208|IN_REPAIR
AP-210|IN_REPAIR
AP-214|IN_REPAIR
AP-220|IN_REPAIR
AP-226|IN_REPAIR
AP-232|IN_REPAIR
AC-604|IN_REPAIR
AC-607|IN_REPAIR
AC-616|IN_REPAIR
AC-636|IN_REPAIR
AC-637|IN_REPAIR
AC-648|IN_REPAIR
AC-651|IN_REPAIR
AC-655|IN_REPAIR
AC-613|IN_REPAIR
AA-021|IN_REPAIR
AA-025|IN_REPAIR
AP-225|IN_REPAIR
AP-245|IN_REPAIR
AC-625|IN_REPAIR
AC-602|IN_REPAIR
AC-633|WITHOUT_ENERGY
AA-017|IN_REPAIR
AC-654|IN_REPAIR
AA-028|IN_REPAIR
